tweet_id,client
896,0
1409,0
1383,0
850,0
39,1
1805,1
436,1
492,1
773,1
411,1
1805,2
31,2
39,2
35,2
1011,2
1239,2
1387,2
1498,2
1452,2
1487,2
773,2
1696,2
1304,2
1303,2
1302,2
1115,2
1114,2
619,2
34,2
1305,2
1300,2
1306,2
918,2
1358,2
1354,2
709,3
1463,3
1423,3
921,3
1716,3
181,3
180,3
183,3
182,3
641,3
184,3
149,4
1674,4
709,4
1716,4
1378,4
1716,5
999,5
44,5
390,5
1139,5
896,5
1079,5
1075,5
1073,5
1067,5
1063,5
697,5
693,5
1716,6
1370,7
1600,7
1286,7
454,7
270,8
266,8
419,8
67,8
1143,8
33,8
113,8
1805,8
266,9
270,9
266,10
270,10
1370,10
1043,10
1264,10
1558,10
683,11
896,11
290,11
1436,11
898,11
683,12
342,12
1701,12
898,12
1698,12
151,12
559,12
1733,13
239,13
529,13
1730,13
325,13
235,13
236,13
1182,13
222,13
1387,13
1407,13
1671,13
231,14
212,15
98,15
415,15
1700,15
777,15
465,15
171,15
1175,15
212,16
1306,16
15,17
114,17
193,17
1697,17
697,17
192,17
1447,17
513,17
171,17
777,17
405,17
590,17
541,17
301,17
933,17
1084,17
212,17
30,17
433,17
1259,17
1064,17
936,17
761,17
698,17
693,17
641,17
777,18
171,18
1084,18
301,18
1780,18
1259,18
1716,18
610,18
193,18
285,18
115,18
185,18
217,18
405,18
637,18
708,18
1296,18
1413,18
646,18
1192,18
1193,18
693,18
175,18
1139,18
933,18
1672,19
1803,19
697,19
1672,20
876,20
693,20
697,21
1599,21
936,21
589,21
590,21
1730,21
541,21
933,21
641,21
1701,21
777,21
1516,21
1701,22
589,22
697,22
1497,22
1271,22
641,22
157,22
216,22
374,22
273,22
215,22
1523,22
1744,22
1045,22
1044,22
1043,22
1355,22
840,23
285,23
1378,23
698,23
1464,23
1259,23
590,23
752,23
933,23
1263,23
1084,23
1069,23
697,23
390,23
96,23
405,23
936,23
777,23
171,23
1064,23
1066,23
193,23
338,23
301,23
641,23
149,23
1078,23
722,23
936,24
641,24
777,24
1102,24
405,24
1259,24
171,24
779,24
1064,24
193,24
933,24
1084,24
693,24
285,24
697,24
330,24
590,24
44,24
541,24
301,24
1528,24
936,25
193,25
697,25
827,25
641,25
700,25
335,25
1064,25
171,25
1084,25
285,25
351,25
933,25
998,25
405,25
1073,25
693,25
301,26
193,26
697,26
114,26
698,26
171,26
936,26
933,26
777,26
1750,26
1259,26
1064,26
405,26
1084,26
693,26
641,26
590,26
541,26
285,26
171,27
193,27
777,27
1259,27
641,27
590,27
693,27
1084,27
697,27
698,27
285,27
301,27
936,28
171,28
641,28
933,28
301,28
1064,28
285,28
1084,28
697,28
693,28
193,28
590,28
193,29
936,29
301,29
405,29
933,29
697,29
171,29
777,29
698,29
1259,29
1498,29
1084,29
1143,29
1064,29
641,29
541,29
936,30
896,30
285,30
541,30
698,30
590,30
405,30
693,30
301,30
641,30
1805,30
777,30
1084,30
1788,30
933,30
697,30
266,30
1635,30
532,31
719,31
733,31
732,31
712,31
688,31
717,31
97,31
840,31
955,31
1687,32
732,32
688,32
570,32
266,32
1673,32
717,32
719,32
270,32
732,33
719,33
717,33
688,33
1666,34
641,34
1720,34
803,34
642,34
732,34
1793,34
1158,35
1666,35
981,35
1164,35
882,35
1794,35
57,35
103,35
1470,35
788,35
442,35
153,35
958,35
698,35
719,35
1723,36
1720,36
1291,36
1721,36
342,36
1538,36
791,36
1144,36
1364,36
382,36
650,36
981,36
1178,36
330,36
1673,37
1412,37
1523,37
1711,38
1646,38
1292,38
1092,38
1394,38
1284,38
1615,38
1363,38
1362,38
1289,38
1566,38
1463,38
1391,38
140,38
1285,38
1398,38
623,38
1430,38
486,38
1520,38
1542,38
1562,38
1322,38
645,38
1256,38
914,38
395,38
1591,38
1242,38
994,38
1467,38
662,38
855,38
859,38
866,38
1403,38
1408,38
1414,38
908,38
1442,38
1485,38
969,38
1421,38
299,39
290,39
242,39
1720,39
225,39
1041,39
788,39
1805,39
1466,39
1064,39
1788,39
1610,39
657,39
83,40
1092,40
1434,40
838,40
326,40
347,40
1630,40
67,40
835,40
58,41
161,41
430,41
249,41
336,41
1218,41
299,41
1114,41
1752,41
1281,42
878,42
1739,42
825,42
380,42
128,42
1098,42
514,42
1436,42
878,43
395,43
1582,43
803,43
380,43
1674,44
378,44
878,44
1463,44
157,44
880,44
