tweet_id,client
1800,0
1492,0
1557,0
1068,0
1114,0
1761,0
1130,0
1552,0
24,0
8,0
44,0
432,0
1558,0
157,0
720,0
1427,0
1109,0
1423,0
333,0
1719,0
178,0
855,0
67,0
1577,0
1560,0
1280,0
1076,0
327,0
1536,0
359,0
978,0
1733,1
1433,1
1428,1
1192,1
1191,1
1143,1
1115,1
602,1
769,1
1303,1
1095,1
940,1
1049,1
1501,1
1503,1
943,1
942,1
1355,1
1067,1
953,1
894,1
1557,1
837,1
1724,1
1422,1
1311,2
37,2
1637,2
1753,2
1754,2
894,2
1095,2
328,2
334,2
1423,2
1581,2
1463,2
1538,2
1358,2
348,2
705,2
1560,2
34,2
1558,2
538,2
530,3
1536,3
1789,3
1577,3
623,3
1113,3
1437,3
1041,4
288,4
1045,4
1188,4
1560,4
1361,4
1557,4
1049,4
953,4
1043,4
1044,4
1046,4
1048,4
837,4
940,4
944,4
978,4
1191,4
1558,4
1192,4
1193,4
830,4
1051,4
1054,4
1038,4
1050,4
1358,4
1372,4
1536,4
1302,4
176,4
183,4
1303,4
1300,4
1355,4
1306,4
1115,4
333,4
530,4
1560,5
1557,5
1574,5
918,5
1174,5
1558,5
1107,5
978,5
103,5
953,5
236,5
1046,5
1048,5
1354,5
1355,5
1300,5
1303,5
1063,5
1051,5
830,5
837,5
1582,5
1699,5
1377,5
1450,5
1191,5
1358,5
1274,5
714,5
107,5
892,5
292,5
1396,5
1563,5
239,5
235,5
194,5
159,5
1162,5
108,5
1658,6
603,6
978,6
1038,6
759,6
1557,6
1558,6
1191,6
1418,6
942,6
943,6
1193,6
931,6
964,6
627,6
1289,6
1560,6
830,6
944,6
1761,6
627,7
385,7
14,7
1760,7
1771,7
62,7
359,7
1623,7
1039,7
116,8
359,8
1470,8
385,8
358,8
627,8
1735,8
752,8
442,8
374,8
1460,8
1144,8
707,8
1052,8
66,8
67,8
1047,8
19,8
535,9
1761,9
1729,9
457,9
385,9
460,9
1436,9
1726,9
918,9
1303,9
1717,9
44,9
285,9
641,9
693,9
698,9
330,9
385,10
359,10
1777,10
644,10
1670,10
1768,11
1763,11
1300,11
1761,11
1760,11
290,11
790,11
106,11
1763,12
1764,12
1762,12
428,12
28,12
730,12
1311,12
9,12
10,12
8,12
24,12
26,12
1264,12
994,12
550,12
195,12
14,12
333,12
1723,12
753,12
1768,12
427,12
928,12
753,13
1623,13
1668,13
35,13
1724,13
1248,13
1802,13
928,13
634,13
601,13
1052,13
1714,13
3,13
1269,13
10,14
1674,14
9,14
378,14
5,14
1776,14
829,14
7,14
374,14
157,14
31,15
1463,15
1568,15
27,15
40,15
222,15
1002,15
1212,15
1417,15
235,15
1423,15
30,15
518,15
28,15
646,15
1050,15
1051,15
1121,15
918,15
1549,15
38,15
338,15
350,15
837,15
37,15
35,15
1073,15
1707,15
108,15
621,15
369,15
1431,15
654,15
1678,15
729,15
796,15
1523,15
1509,15
1418,15
1409,15
1389,15
1341,15
1332,15
975,15
948,15
886,15
847,15
798,15
774,15
440,15
100,15
1492,15
256,15
1593,15
1518,15
1520,15
1193,15
41,15
131,15
1381,15
830,15
1074,16
1380,16
1701,16
1411,16
1518,16
1744,16
1774,16
1398,16
1597,16
157,16
1017,16
864,16
662,16
1709,16
1174,16
1141,16
215,16
589,16
26,16
599,16
1497,16
1523,16
724,16
507,16
553,16
153,16
1732,16
273,16
275,16
1582,16
299,16
1611,16
107,16
56,16
1581,16
919,16
638,16
374,16
216,16
1355,16
794,16
393,16
365,16
67,16
641,16
1271,16
697,16
1043,16
1044,16
1045,16
0,16
333,16
8,16
899,17
943,17
944,17
1038,17
281,17
1130,17
1718,17
1719,17
838,17
839,17
398,17
1375,17
942,17
44,17
681,17
338,17
941,17
172,17
1039,17
1041,17
578,17
721,17
940,17
1516,17
38,18
1415,18
416,18
1735,18
1114,18
167,18
1678,18
6,18
1549,18
1423,18
330,19
918,19
8,19
44,19
777,19
555,19
474,19
517,19
816,19
958,19
1199,19
1545,19
1594,19
1629,19
1079,19
1635,19
687,19
175,19
953,19
965,19
955,19
936,20
777,20
918,20
330,20
44,20
641,20
933,20
693,20
1635,20
1084,20
1127,20
1062,20
285,20
193,20
697,20
35,20
509,20
1601,21
66,21
1603,21
92,21
44,21
1627,21
1300,21
330,21
362,21
302,21
127,21
374,21
319,21
137,21
1733,21
170,21
918,21
1644,21
117,21
472,21
932,21
954,21
1375,21
1336,21
1586,21
707,21
669,21
1590,21
1305,21
55,21
72,21
1412,21
334,21
1047,21
335,21
474,21
620,21
646,21
932,22
1012,22
918,22
330,22
15,23
858,23
819,23
752,23
338,23
906,23
902,23
92,23
1014,23
1629,23
300,23
358,23
361,23
539,23
557,23
622,23
845,23
500,23
335,23
334,23
459,23
477,23
817,23
178,23
903,23
590,23
1185,23
763,23
1684,23
1231,23
611,23
1194,23
899,23
1195,23
460,23
676,23
15,24
361,24
902,24
840,24
1429,24
858,24
358,24
906,24
31,24
836,24
634,24
670,24
1300,24
811,24
553,24
766,24
819,24
477,24
1404,24
1074,24
1014,24
1503,24
375,24
272,24
752,24
1000,24
1353,24
993,24
1528,24
547,24
927,24
845,24
1521,24
1548,24
1572,24
1150,24
843,24
1718,24
718,24
518,24
123,24
79,24
1604,24
1297,24
300,24
173,24
358,25
1114,25
477,25
1646,25
83,25
149,25
1307,25
845,25
1092,25
300,25
835,25
1014,25
752,25
1611,25
67,25
333,25
906,25
326,25
361,25
347,25
1630,25
166,25
197,25
722,25
1018,25
1675,25
858,25
15,25
663,25
612,26
652,26
579,26
1401,26
1014,26
23,26
1085,26
300,26
819,26
405,26
541,26
246,26
283,26
557,26
845,26
1669,26
1739,26
15,26
752,26
1404,26
777,26
1306,26
301,26
698,26
906,26
731,26
1569,26
1538,26
1296,26
1214,26
827,26
281,26
1358,26
796,26
641,26
361,26
417,26
477,26
358,26
1330,26
1340,26
813,26
727,26
662,26
1379,26
1408,26
1594,26
1213,26
584,26
706,26
1402,26
973,26
643,26
1419,26
429,26
799,27
24,27
1427,27
1277,27
21,27
418,27
944,27
115,27
333,27
998,27
29,27
830,27
32,27
837,27
394,27
89,27
25,27
1502,27
647,27
981,27
31,27
34,27
675,27
1397,27
634,27
279,27
978,27
1046,27
338,27
1050,27
1104,27
1039,27
12,27
1038,27
1054,27
953,27
533,27
744,27
838,27
10,27
60,27
28,27
1048,27
30,27
1197,27
1300,27
105,27
9,27
183,28
182,28
108,28
115,28
216,28
77,28
59,28
761,28
175,28
239,28
1157,28
1121,28
46,28
1366,28
1056,28
337,28
1190,28
978,28
1011,28
42,28
1188,28
830,28
394,28
646,28
55,28
1038,28
1563,28
71,28
1271,28
492,28
65,28
599,28
107,28
1500,28
1395,28
319,28
304,28
288,28
236,28
187,28
159,28
135,28
136,28
117,28
112,28
176,28
1159,28
998,28
28,28
1659,28
940,28
976,28
1412,28
1583,28
1397,28
1618,28
328,29
1351,29
41,29
920,29
1373,29
944,29
40,29
1463,29
1072,29
1631,29
1152,29
1553,29
29,29
24,29
28,29
720,29
9,29
10,29
829,29
26,29
1062,29
34,29
187,29
89,29
1328,29
1327,29
918,29
445,29
20,29
8,29
338,29
1744,29
837,29
830,29
1056,29
1516,29
1648,29
551,29
1553,30
953,30
26,30
176,30
66,31
338,31
1553,31
67,31
339,31
35,31
1038,31
37,31
1104,31
978,31
1300,31
1744,31
28,31
1563,31
487,31
26,31
24,31
835,31
1355,31
23,31
830,31
839,31
30,31
31,31
176,31
156,31
104,31
101,31
837,32
1104,32
1054,32
1366,32
1538,32
1356,32
1190,32
26,32
1360,32
1256,32
34,32
1311,32
1361,32
838,32
839,32
1618,32
1114,32
1109,32
1115,32
1117,32
1329,32
1088,32
943,32
940,32
377,33
1669,33
1365,33
8,33
785,33
1188,33
338,33
333,33
1360,33
145,33
245,33
599,33
24,33
9,33
617,33
67,33
1043,33
444,33
757,33
66,33
26,34
25,34
337,34
1222,34
1302,34
1366,34
830,34
829,34
837,34
1099,34
1102,34
1308,34
9,34
848,34
599,34
836,34
838,34
839,34
953,34
1375,34
1518,34
943,34
1414,34
1310,34
1157,34
1006,34
1047,34
1138,34
978,34
1306,34
525,34
1104,34
602,34
1307,34
334,34
1355,34
1356,34
445,34
1361,34
10,34
1354,34
372,34
1114,34
1054,34
754,34
969,34
1188,34
1046,34
1563,34
8,34
67,34
1358,34
944,34
1443,34
1184,34
52,34
1303,34
1050,34
47,34
608,34
1412,34
1190,34
338,34
1304,34
1305,34
1311,34
319,34
1159,34
894,35
830,35
1159,35
1210,35
837,35
950,35
35,35
1193,35
1114,35
949,35
768,35
34,35
1115,35
1039,35
1190,35
1191,35
1192,35
333,35
838,35
839,35
1557,35
978,35
1188,35
299,35
136,35
336,35
28,35
175,35
335,35
10,35
334,35
45,36
1241,36
837,36
107,36
839,36
838,36
830,36
55,36
333,36
1049,36
940,36
67,36
46,36
836,36
164,36
214,36
338,36
319,36
175,36
1300,36
187,36
103,36
1304,36
1303,36
334,36
1474,36
1302,36
1307,36
59,36
374,36
632,36
835,36
1338,36
894,36
236,36
1349,36
335,36
1045,36
646,36
1039,36
1041,36
1044,36
1050,36
1054,36
727,36
1051,36
35,36
30,36
1358,36
1190,36
1355,36
71,36
1361,36
222,36
223,36
239,36
52,36
60,36
105,36
134,36
235,36
156,36
846,36
1191,36
1214,36
24,36
28,36
179,36
1109,36
371,36
26,36
1048,36
1188,36
1192,37
28,37
1558,37
1041,37
1361,37
1188,37
1266,37
1355,37
830,37
1300,37
1560,37
837,37
602,37
31,37
30,37
35,37
318,37
1114,37
1358,37
1754,37
1307,37
1039,37
1054,37
839,37
944,37
66,37
838,37
1048,37
835,37
836,37
1115,37
37,37
168,37
1306,37
1303,37
334,37
335,37
1305,37
487,37
1304,37
1302,37
953,37
1193,37
940,37
1191,37
1046,37
1045,37
1044,37
1043,37
32,37
943,37
942,37
941,37
1354,37
1051,37
1050,37
1049,37
1190,37
978,37
896,37
1188,38
8,38
1303,38
1302,38
1190,38
1563,38
1039,38
1300,38
1041,38
67,38
338,38
1068,38
978,38
35,38
134,38
1049,38
24,38
599,38
333,38
9,38
1050,38
1048,38
1038,38
1054,38
26,38
10,38
1051,38
940,38
1355,38
941,38
1043,38
1307,38
1354,38
1358,38
1044,38
1361,38
78,38
28,38
352,38
943,38
1045,38
8,39
26,39
10,39
9,39
1563,39
1188,39
944,39
67,39
24,39
953,39
599,39
1355,39
35,39
338,39
334,39
335,39
1043,39
1044,39
1045,39
1311,39
72,39
37,39
32,39
30,39
333,39
176,39
26,40
1045,40
8,40
1044,40
9,40
10,40
333,40
1043,40
599,40
338,40
1355,40
1361,40
1188,40
67,40
24,40
1563,40
28,40
32,40
31,40
1307,40
1306,40
1305,40
1304,40
1302,40
8,41
1355,41
35,41
10,41
24,41
67,41
26,41
599,41
28,41
501,41
1045,41
333,41
115,41
1649,41
9,41
1043,41
1188,41
941,41
1563,41
338,41
486,41
187,41
333,42
26,42
944,42
8,42
1563,42
1304,42
1188,42
25,42
9,42
1045,42
338,42
24,42
109,42
941,42
67,42
35,42
942,42
943,42
953,42
1114,42
1115,42
1302,42
1303,42
1305,42
1300,42
1306,42
1355,42
1193,42
599,42
1051,42
1307,42
10,42
1159,42
28,42
1038,42
968,42
599,43
67,43
35,43
24,43
1563,43
1358,43
26,43
8,43
1188,43
9,43
28,43
338,43
333,43
1217,43
10,43
1379,43
1440,43
1045,43
1361,43
1456,43
1193,43
656,43
1443,43
618,43
37,43
55,43
724,43
779,43
1124,43
1184,43
613,43
1488,43
445,43
335,43
334,43
179,43
571,43
103,43
59,43
1355,43
1354,43
599,44
338,44
1039,44
9,44
24,44
67,44
333,44
335,44
8,44
1606,44
1188,44
26,44
148,44
1044,44
414,44
782,44
10,44
926,44
1171,44
28,44
101,44
35,44
1355,44
137,44
409,44
28,45
333,45
599,45
35,45
1163,45
1271,45
1188,45
1190,45
26,45
24,45
338,45
1355,45
8,45
1193,45
1114,45
1043,45
1563,45
838,45
1360,45
67,45
286,45
1307,45
1558,45
1788,45
1560,45
9,45
1671,45
10,45
66,45
837,45
31,45
1044,45
1159,45
1463,46
20,46
348,46
1776,46
24,46
364,46
162,46
850,46
225,46
163,46
1213,46
1310,46
1101,46
8,46
30,46
1013,46
31,46
67,46
720,46
338,46
1361,47
1382,47
1300,47
1358,47
1114,47
718,47
1054,47
1115,47
1038,47
1191,47
1192,47
1193,47
1190,47
1046,47
862,47
1307,47
1304,47
1523,47
1305,47
1306,47
1605,47
1303,47
1354,47
944,47
1526,47
1525,47
1165,47
1451,47
157,47
101,47
2,47
958,47
1486,47
885,47
941,47
42,47
632,47
31,47
943,47
501,47
505,47
1380,47
959,47
742,47
123,47
940,47
953,47
335,47
37,47
103,47
942,47
792,47
1461,47
1560,47
1232,47
1441,47
574,47
506,47
647,47
479,47
1231,47
453,47
422,47
1387,47
1502,47
1477,47
334,47
307,47
926,47
215,47
1573,47
878,47
783,47
651,47
631,47
1581,47
789,48
30,48
1193,48
1054,48
1038,48
1219,48
1304,48
31,48
1048,48
1046,48
32,48
1051,48
940,48
487,48
1300,48
953,48
335,48
334,48
944,48
943,48
942,48
941,48
1192,48
1190,48
1049,48
1302,48
1361,48
1039,48
1306,48
37,48
1305,48
1041,48
1115,48
1354,48
1050,48
646,48
30,49
953,49
1190,49
1054,49
333,49
1300,49
1048,49
1192,49
334,49
1038,49
1303,49
335,49
1051,49
1050,49
32,49
31,49
1483,49
940,49
1307,49
1302,49
1041,49
943,49
1361,49
1193,49
1046,49
1114,49
1191,49
1358,49
1354,49
942,49
1306,49
944,49
1039,49
1305,49
1115,49
1049,49
941,49
18,49
30,50
941,50
1190,50
940,50
1645,50
942,50
951,50
1050,50
1361,50
1038,50
1309,50
953,50
136,50
31,50
1300,50
1191,50
1192,50
1358,50
1354,50
1046,50
1302,50
1304,50
1054,50
1305,50
1306,50
1051,50
1041,50
335,50
1303,50
1048,50
1307,50
1049,50
334,50
1264,50
674,50
923,50
810,50
1427,51
334,51
1192,51
1191,51
1361,51
1358,51
1413,51
1304,51
1193,51
31,51
335,51
32,51
941,51
940,51
1050,51
37,51
1307,51
573,51
92,51
1300,51
1115,51
742,51
148,51
574,51
788,51
1046,51
1305,51
1190,51
1051,51
1054,51
1038,51
955,51
1233,51
953,51
1354,51
1041,51
1049,51
115,52
863,52
1049,52
882,52
1190,52
112,52
1191,52
166,52
1307,52
1038,52
944,52
1381,52
955,52
89,52
782,52
335,52
1166,52
334,52
1304,52
1300,52
1782,52
1051,52
1306,52
1449,52
1398,52
1394,52
1375,52
1363,52
374,52
506,52
1054,52
1302,52
1358,52
1050,52
1114,52
1556,52
1524,52
1385,52
1315,52
1194,52
943,52
830,52
30,52
1354,52
853,52
1303,52
487,52
801,52
1192,52
1305,52
776,52
755,52
551,52
26,52
940,52
896,52
143,52
190,52
1193,52
941,52
31,52
1115,52
161,52
1373,52
953,52
217,52
56,52
942,52
236,52
1034,52
1375,53
1381,53
205,53
1789,53
1188,53
488,53
1361,53
1355,53
1190,53
1303,54
32,54
1300,54
31,54
30,54
492,54
1560,54
1115,54
1135,54
1307,54
1302,54
1361,54
803,54
1039,54
1358,54
953,54
37,54
1114,54
1190,54
940,54
1054,54
1192,54
944,54
942,54
1073,54
1472,54
1445,54
941,54
943,54
1308,54
1191,54
1038,54
1304,54
1049,54
1041,54
1305,54
1351,54
1061,54
1354,54
1373,54
1051,54
2,54
1193,54
1048,54
570,54
1050,54
1044,55
940,55
942,55
1049,55
1051,55
1046,55
1192,55
1050,55
1048,55
1045,55
941,55
1302,55
1041,55
1054,55
1193,55
943,55
1114,55
1358,55
1043,55
1307,55
1354,55
1306,55
944,55
953,55
1039,55
1560,55
1361,55
1355,55
1191,55
1300,55
1558,55
334,55
1557,55
1038,55
1190,55
1115,55
1188,55
1303,55
1304,55
1305,55
9,55
10,55
28,55
30,55
32,55
31,55
35,55
37,55
67,55
335,55
338,55
487,55
835,55
333,55
839,55
830,55
838,55
836,55
1300,56
1190,56
30,56
1304,56
1303,56
32,56
1306,56
1302,56
1305,56
1307,56
944,56
334,56
184,56
183,56
182,56
181,56
118,56
1039,56
1191,56
943,56
1038,56
940,56
1560,56
941,56
1193,56
1114,56
1192,56
37,56
953,56
1041,56
335,56
31,56
1050,56
1051,56
1054,56
1115,56
180,56
1115,57
31,57
1306,57
487,57
32,57
30,57
239,57
235,57
1038,57
1192,57
1193,57
1051,57
1358,57
1300,57
1307,57
1191,57
222,57
1304,57
334,57
335,57
1114,57
1041,57
1046,57
953,57
1050,57
1049,57
1305,57
1063,57
942,57
943,57
940,57
944,57
941,57
1190,57
1560,57
518,57
1354,57
1048,57
1046,58
1038,58
1041,58
1190,58
37,58
1358,58
1048,58
1049,58
32,58
944,58
1191,58
1193,58
1306,58
1560,58
30,58
1115,58
1304,58
1300,58
1050,58
33,58
1054,58
31,58
953,58
1051,58
943,58
2,58
1307,58
940,58
1192,58
1354,58
942,58
1494,58
1303,58
1114,58
1361,58
1302,58
30,59
1193,59
1302,59
31,59
1361,59
1049,59
1114,59
1115,59
375,59
1054,59
1358,59
1038,59
1051,59
1303,59
942,59
334,59
1048,59
944,59
1050,59
1190,59
1305,59
1046,59
940,59
487,59
953,59
1300,59
1306,59
1307,59
943,59
1304,59
32,59
1041,59
31,60
335,60
1115,60
37,60
1307,60
1039,60
1190,60
942,60
940,60
1114,60
334,60
1304,60
1303,60
1049,60
885,60
1054,60
941,60
1050,60
1300,60
944,60
953,60
30,60
1193,60
608,60
233,60
943,60
1038,60
1191,60
1192,60
1302,60
944,61
1304,61
1303,61
646,61
106,61
940,61
37,61
103,61
1193,61
941,61
108,61
1039,61
1041,61
1354,61
30,61
32,61
1115,61
1306,61
1192,61
1300,61
943,61
31,61
1190,61
1305,61
1054,61
107,61
1038,61
1191,61
953,61
1358,61
1361,61
1307,61
1302,61
1051,61
1050,61
335,61
487,61
1560,61
1114,61
143,62
134,62
60,62
179,62
222,62
61,62
45,62
59,62
216,62
223,62
646,62
319,62
137,62
239,62
107,62
108,62
46,62
115,62
103,62
71,62
197,62
55,62
57,62
214,62
236,62
282,62
288,62
47,62
156,62
187,62
112,62
118,62
106,62
117,62
136,62
135,62
42,62
157,62
159,62
175,62
148,62
164,62
180,62
181,62
182,62
183,62
184,62
176,62
194,62
105,62
185,62
52,62
56,62
